Schulnummer;Anzahl;
"124163";"217";
"124175";"376";
"124187";"290";
"124199";"254";
"124205";"306";
"124217";"268";
"124229";"254";
"124230";"178";
"124242";"269";
"124254";"395";
"124266";"266";
"124278";"356";
"124280";"279";
"124291";"235";
"124308";"206";
"124310";"207";
"124321";"118";
"124333";"332";
"124345";"246";
"124357";"164";
"124370";"193";
"124382";"291";
"124394";"318";
"124400";"206";
"124412";"243";
"124424";"211";
"124436";"297";
"124448";"275";
"124450";"172";
"124461";"280";
"124497";"207";
"124503";"424";
"124515";"300";
"124527";"195";
"124539";"219";
"124540";"281";
"124552";"209";
"124564";"320";
"124576";"225";
"124588";"200";
"124590";"176";
"124606";"285";
"124618";"125";
"124631";"144";
"124679";"204";
"124692";"252";
"124709";"206";
"124722";"198";
"124734";"449";
"124746";"184";
"124771";"186";
"124801";"135";
"124825";"144";
"124850";"181";
"124862";"274";
"124874";"96";
"124898";"338";
"124904";"136";
"124941";"304";
"124953";"149";
"124965";"258";
"124977";"199";
"124989";"194";
"124990";"280";
"125003";"277";
"125015";"300";
"125027";"203";
"125039";"453";
"125052";"265";
"125064";"196";
"125088";"177";
"125090";"109";
"125106";"279";
"125118";"207";
"125120";"238";
"125155";"109";
"125167";"342";
"125180";"224";
"125210";"105";
"125222";"194";
"125234";"252";
"125246";"137";
"125258";"289";
"125271";"194";
"125283";"116";
"125295";"211";
"125301";"151";
"125313";"125";
"125325";"230";
"125349";"184";
"125362";"191";
"125374";"420";
"125398";"392";
"125404";"191";
"125416";"175";
"125428";"264";
"125430";"254";
"125465";"224";
"125477";"131";
"125489";"195";
"125490";"195";
"125507";"163";
"125519";"111";
"125520";"324";
"125532";"192";
"125544";"192";
"125556";"204";
"125568";"181";
"125570";"249";
"125581";"258";
"125593";"153";
"125600";"267";
"125611";"272";
"125623";"267";
"125635";"184";
"125647";"159";
"125659";"234";
"125702";"365";
"125714";"167";
"125726";"373";
"125751";"220";
"125763";"245";
"125775";"192";
"125787";"179";
"125799";"182";
"125817";"200";
"125829";"212";
"125842";"160";
"125878";"173";
"125880";"278";
"125891";"219";
"125910";"197";
"125921";"189";
"125969";"416";
"126093";"428";
"126100";"175";
"126123";"96";
"126135";"165";
"126159";"119";
"126184";"317";
"126196";"286";
"126240";"165";
"126251";"223";
"126317";"161";
"126330";"303";
"126380";"171";
"126408";"179";
"126410";"242";
"126421";"307";
"126433";"289";
"126445";"322";
"126457";"260";
"126469";"335";
"126470";"204";
"126494";"181";
"126500";"306";
"126512";"256";
"126524";"242";
"126536";"371";
"126561";"145";
"126573";"247";
"126597";"231";
"126615";"208";
"126627";"119";
"126639";"140";
"126640";"348";
"126652";"251";
"126664";"196";
"126690";"277";
"126706";"228";
"126720";"153";
"126731";"109";
"126780";"107";
"126792";"155";
"126809";"122";
"126810";"177";
"126834";"155";
"126846";"284";
"126860";"233";
"126871";"217";
"126883";"113";
"126895";"316";
"126913";"437";
"126937";"218";
"126949";"401";
"126950";"243";
"126962";"203";
"126974";"441";
"126986";"119";
"126998";"367";
"127024";"214";
"127048";"261";
"127050";"152";
"127061";"162";
"127073";"223";
"127085";"199";
"127097";"298";
"127139";"238";
"127164";"165";
"127188";"202";
"127206";"167";
"127218";"256";
"127220";"304";
"127243";"236";
"127267";"307";
"127292";"222";
"127310";"343";
"127346";"196";
"127360";"275";
"127371";"285";
"127383";"332";
"127395";"308";
"127401";"271";
"127425";"205";
"127450";"343";
"127462";"327";
"127474";"183";
"127486";"303";
"127498";"217";
"127516";"217";
"127528";"347";
"127530";"183";
"127565";"324";
"127589";"128";
"127590";"235";
"127607";"180";
"127619";"173";
"127620";"268";
"127632";"91";
"127656";"372";
"127668";"377";
"127670";"298";
"127681";"214";
"127693";"417";
"127700";"222";
"127711";"404";
"127735";"254";
"127747";"380";
"127759";"256";
"127814";"90";
"127840";"191";
"127851";"141";
"127929";"169";
"127942";"261";
"127954";"243";
"127966";"161";
"127978";"181";
"127980";"255";
"128004";"205";
"128016";"276";
"128030";"198";
"128053";"212";
"128065";"227";
"128089";"169";
"128090";"170";
"128119";"147";
"128120";"211";
"128132";"166";
"128144";"253";
"128156";"190";
"128168";"197";
"128193";"307";
"128200";"354";
"128259";"191";
"128260";"297";
"128284";"322";
"128296";"249";
"128302";"319";
"128338";"220";
"128375";"191";
"128387";"390";
"128417";"212";
"128429";"341";
"128442";"164";
"128454";"251";
"128480";"291";
"128491";"173";
"128510";"296";
"128533";"252";
"128545";"276";
"128557";"209";
"128569";"301";
"128582";"421";
"128594";"214";
"128600";"286";
"128612";"198";
"128624";"208";
"128636";"219";
"128673";"296";
"128685";"209";
"128697";"397";
"128739";"163";
"128740";"200";
"128776";"337";
"128806";"462";
"128818";"222";
"128820";"210";
"128843";"215";
"128867";"210";
"128879";"182";
"128880";"234";
"128910";"332";
"128922";"296";
"128960";"175";
"128971";"175";
"128995";"187";
"129010";"232";
"129021";"226";
"129045";"318";
"129070";"219";
"129082";"186";
"129094";"280";
"129100";"191";
"129124";"247";
"129136";"284";
"129150";"148";
"129161";"212";
"129173";"205";
"129185";"186";
"129197";"191";
"129203";"242";
"129215";"170";
"129227";"362";
"129239";"191";
"129264";"93";
"129276";"187";
"129288";"184";
"129306";"222";
"129318";"188";
"129355";"169";
"129379";"301";
"129392";"205";
"129409";"213";
"129410";"196";
"129446";"190";
"129458";"203";
"129460";"193";
"129471";"99";
"129495";"205";
"129501";"232";
"129513";"247";
"129525";"280";
"129537";"325";
"129549";"211";
"129550";"221";
"129562";"293";
"129574";"558";
"129586";"196";
"129598";"222";
"129616";"178";
"129628";"100";
"129630";"218";
"129641";"337";
"129653";"274";
"129665";"288";
"129677";"180";
"129689";"216";
"129690";"188";
"129707";"185";
"129719";"124";
"129720";"373";
"129732";"116";
"129744";"186";
"129756";"190";
"129768";"114";
"129770";"232";
"129781";"206";
"129793";"235";
"129800";"166";
"129811";"249";
"129823";"301";
"129835";"275";
"129847";"200";
"129859";"120";
"129860";"234";
"129884";"335";
"129896";"280";
"129902";"324";
"129914";"219";
"129926";"247";
"129938";"333";
"129940";"192";
"129963";"214";
"129975";"254";
"129987";"477";
"129999";"127";
"130000";"371";
"130011";"253";
"130023";"198";
"130035";"297";
"130059";"303";
"130060";"308";
"130072";"188";
"130096";"202";
"130102";"207";
"130114";"444";
"130126";"425";
"130138";"237";
"130140";"213";
"130151";"246";
"130175";"111";
"130187";"233";
"130217";"243";
"130229";"270";
"130230";"275";
"130242";"248";
"130254";"181";
"130278";"218";
"130291";"242";
"130308";"286";
"130310";"305";
"130321";"355";
"130333";"384";
"130345";"210";
"130357";"147";
"130369";"180";
"130370";"285";
"130382";"164";
"130412";"223";
"130424";"311";
"130436";"214";
"130461";"377";
"130473";"186";
"130485";"284";
"130497";"298";
"130503";"318";
"130515";"209";
"130527";"197";
"130539";"357";
"130540";"340";
"130552";"233";
"130564";"221";
"130576";"221";
"130588";"312";
"130618";"198";
"130643";"190";
"130679";"177";
"130680";"95";
"130722";"408";
"130734";"174";
"130758";"358";
"130760";"197";
"130783";"277";
"130795";"368";
"130813";"154";
"130825";"274";
"130849";"237";
"130850";"231";
"130862";"326";
"130874";"214";
"130886";"207";
"130898";"300";
"130904";"331";
"130977";"221";
"130989";"191";
"130990";"216";
"131003";"229";
"131015";"262";
"131027";"262";
"131039";"314";
"131040";"329";
"131052";"271";
"131064";"272";
"131088";"289";
"131090";"291";
"131120";"331";
"131131";"229";
"131155";"235";
"131167";"365";
"131179";"279";
"131209";"199";
"131210";"167";
"131222";"191";
"131234";"195";
"131246";"223";
"131260";"234";
"131271";"177";
"131283";"201";
"131295";"130";
"131301";"98";
"131313";"194";
"131325";"163";
"131337";"270";
"131350";"149";
"131404";"115";
"131430";"267";
"131441";"146";
"131453";"395";
"131477";"348";
"131507";"190";
"131519";"179";
"131520";"94";
"131532";"144";
"131556";"231";
"131568";"273";
"131570";"100";
"131581";"224";
"131600";"324";
"131611";"359";
"131623";"216";
"131635";"200";
"131659";"207";
"131660";"213";
"131684";"239";
"131702";"202";
"131738";"321";
"131751";"213";
"131775";"191";
"131799";"157";
"131817";"426";
"131842";"131";
"131854";"117";
"131866";"303";
"131878";"175";
"131880";"97";
"131891";"161";
"131910";"96";
"131921";"255";
"131933";"140";
"131945";"268";
"131957";"150";
"131970";"199";
"131982";"91";
"132007";"91";
"132020";"218";
"132044";"179";
"132068";"109";
"132081";"152";
"132093";"187";
"132135";"99";
"132160";"91";
"132172";"154";
"132202";"109";
"132214";"235";
"132226";"225";
"132287";"403";
"132299";"366";
"132317";"192";
"132342";"178";
"132366";"305";
"132408";"157";
"132410";"160";
"132433";"87";
"132457";"123";
"132470";"196";
"132524";"140";
"132550";"337";
"132573";"96";
"132640";"253";
"132652";"288";
"132676";"198";
"132706";"149";
"132718";"326";
"132720";"125";
"132731";"195";
"132755";"151";
"132779";"256";
"132780";"244";
"132792";"110";
"132810";"187";
"132822";"127";
"132834";"246";
"132860";"212";
"132883";"211";
"132895";"231";
"132901";"228";
"132937";"255";
"132950";"115";
"132962";"161";
"132974";"111";
"132986";"107";
"133000";"151";
"133024";"148";
"133036";"248";
"133048";"181";
"133050";"162";
"133073";"320";
"133085";"292";
"133097";"191";
"133115";"101";
"133127";"227";
"133139";"327";
"133140";"127";
"133152";"110";
"133164";"96";
"133176";"217";
"133190";"231";
"133206";"203";
"133218";"187";
"133231";"216";
"133255";"304";
"133267";"177";
"133280";"242";
"133292";"285";
"133309";"251";
"133322";"409";
"133358";"234";
"133360";"232";
"133383";"204";
"133401";"100";
"133413";"184";
"133437";"161";
"133449";"177";
"133450";"133";
"133462";"152";
"133474";"185";
"133486";"130";
"133498";"195";
"133504";"112";
"133516";"291";
"133530";"229";
"133565";"199";
"133590";"259";
"133607";"165";
"133619";"204";
"133620";"162";
"133644";"201";
"133668";"209";
"133670";"211";
"133681";"138";
"133700";"264";
"133711";"207";
"133723";"289";
"133735";"303";
"133747";"297";
"133760";"168";
"133772";"287";
"133784";"399";
"133802";"186";
"133814";"247";
"133838";"164";
"133863";"84";
"133875";"265";
"133899";"318";
"133917";"269";
"133930";"109";
"133954";"124";
"133966";"93";
"133978";"163";
"133980";"381";
"134028";"143";
"134030";"99";
"134065";"122";
"134089";"137";
"134119";"263";
"134132";"290";
"134156";"91";
"134181";"91";
"134211";"318";
"134247";"121";
"134259";"134";
"134260";"344";
"134296";"448";
"134387";"387";
"134399";"107";
"134405";"171";
"134417";"142";
"134429";"155";
"134454";"127";
"134480";"221";
"134521";"162";
"134533";"91";
"134569";"231";
"134570";"202";
"134582";"198";
"134600";"172";
"134648";"260";
"134661";"245";
"134685";"135";
"134703";"383";
"134727";"200";
"134739";"201";
"134752";"91";
"134764";"307";
"134790";"216";
"134831";"103";
"134843";"210";
"134855";"210";
"134867";"204";
"134879";"217";
"134892";"209";
"134909";"140";
"134910";"199";
"134922";"187";
"134934";"187";
"134946";"203";
"134960";"221";
"134971";"182";
"134983";"38";
"134995";"114";
"135008";"100";
"135033";"342";
"135045";"111";
"135057";"129";
"135069";"185";
"135070";"175";
"135094";"153";
"135100";"252";
"135112";"212";
"135124";"188";
"135136";"124";
"135148";"275";
"135161";"125";
"135173";"99";
"135185";"188";
"135197";"94";
"135215";"287";
"135240";"98";
"135264";"255";
"135288";"205";
"135290";"111";
"135331";"164";
"135343";"135";
"135355";"124";
"135367";"163";
"135379";"125";
"135380";"107";
"135392";"218";
"135409";"147";
"135434";"379";
"135446";"353";
"135458";"191";
"135460";"255";
"135471";"181";
"135483";"260";
"135495";"261";
"135501";"190";
"135513";"141";
"135525";"243";
"135537";"364";
"135549";"137";
"135550";"168";
"135562";"198";
"135586";"208";
"135598";"166";
"135604";"166";
"135616";"313";
"135630";"265";
"135653";"235";
"135665";"322";
"135677";"191";
"135690";"101";
"135707";"96";
"135719";"186";
"135720";"190";
"135732";"216";
"135744";"216";
"135756";"325";
"135768";"326";
"135770";"107";
"135781";"146";
"135793";"291";
"135823";"272";
"135835";"208";
"135847";"194";
"135859";"259";
"135860";"219";
"135872";"331";
"135884";"228";
"135896";"275";
"135902";"136";
"135926";"312";
"135938";"327";
"135951";"132";
"135963";"138";
"135975";"168";
"135987";"192";
"135999";"178";
"136001";"192";
"136013";"336";
"136025";"272";
"136037";"264";
"136050";"316";
"136062";"275";
"136074";"205";
"136086";"101";
"136098";"264";
"136104";"86";
"136128";"119";
"136141";"95";
"136153";"119";
"136189";"216";
"136190";"106";
"136207";"115";
"136281";"350";
"136323";"332";
"136359";"411";
"136384";"342";
"136440";"347";
"136475";"292";
"136505";"310";
"136566";"304";
"136645";"156";
"136669";"95";
"136694";"81";
"136712";"268";
"136967";"509";
"136980";"482";
"137212";"166";
"137364";"279";
"137480";"296";
"137571";"278";
"137595";"92";
"137674";"441";
"137716";"306";
"137728";"368";
"137730";"88";
"137807";"392";
"137947";"465";
"138022";"249";
"138071";"94";
"138344";"335";
"138368";"402";
"138393";"412";
"138472";"62";
"138484";"292";
"138538";"287";
"138540";"348";
"138605";"108";
"138629";"391";
"138680";"300";
"138708";"449";
"138848";"348";
"138927";"280";
"139099";"539";
"139166";"474";
"139191";"143";
"139294";"98";
"139518";"228";
"139610";"85";
"139622";"215";
"139671";"313";
"139701";"386";
"139828";"408";
"139907";"111";
"139993";"297";
"140030";"202";
"140144";"130";
"140223";"33";
"140259";"94";
"140260";"174";
"140272";"347";
"140284";"325";
"140375";"31";
"140387";"214";
"140417";"63";
"140429";"35";
"140478";"362";
"140491";"114";
"140508";"80";
"140533";"125";
"140545";"447";
"140594";"336";
"140673";"299";
"140685";"376";
"140739";"192";
"140843";"393";
"140867";"358";
"140879";"426";
"140892";"501";
"140909";"343";
"140960";"352";
"141021";"304";
"141045";"117";
"141070";"277";
"141082";"376";
"141161";"309";
"141173";"521";
"141227";"24";
"141240";"378";
"141252";"329";
"141276";"290";
"141306";"174";
"141331";"199";
"141367";"324";
"141392";"244";
"141410";"112";
"141434";"34";
"141483";"280";
"141513";"441";
"141549";"260";
"141604";"217";
"141628";"334";
"141641";"83";
"141665";"282";
"141768";"60";
"141770";"58";
"141823";"33";
"141847";"335";
"141860";"280";
"141872";"322";
"141902";"252";
"141914";"206";
"141963";"28";
"142025";"359";
"142098";"56";
"142116";"103";
"142130";"18";
"142177";"280";
"142207";"89";
"142219";"111";
"142244";"74";
"142268";"320";
"142323";"285";
"142359";"353";
"142426";"431";
"142499";"140";
"142505";"163";
"142529";"360";
"142633";"21";
"142670";"83";
"142748";"75";
"142797";"461";
"142827";"327";
"142839";"240";
"142890";"63";
"142967";"616";
"143029";"141";
"143054";"490";
"143145";"35";
"143170";"252";
"143212";"321";
"143224";"343";
"143248";"38";
"143273";"259";
"143364";"452";
"143390";"309";
"143418";"430";
"143492";"328";
"143613";"132";
"143662";"453";
"143777";"279";
"143844";"161";
"143947";"24";
"143984";"115";
"143996";"511";
"144010";"51";
"144034";"106";
"144071";"147";
"144101";"435";
"144137";"102";
"144174";"209";
"144216";"37";
"144228";"42";
"144289";"248";
"144319";"61";
"144332";"47";
"144344";"256";
"144356";"22";
"144368";"40";
"144411";"326";
"144447";"387";
"144496";"37";
"144551";"307";
"144599";"224";
"144678";"187";
"144800";"301";
"144812";"26";
"144836";"349";
"144927";"145";
"144964";"230";
"144976";"376";
"145026";"256";
"145038";"267";
"145130";"321";
"145210";"18";
"145233";"380";
"145245";"360";
"145294";"78";
"145403";"345";
"145415";"31";
"145439";"50";
"145452";"25";
"145464";"328";
"145476";"259";
"145490";"204";
"145506";"474";
"145555";"147";
"145579";"52";
"145609";"349";
"145634";"556";
"145725";"284";
"145853";"97";
"145889";"87";
"145956";"93";
"145968";"99";
"146031";"59";
"146055";"95";
"146067";"205";
"146109";"47";
"146146";"61";
"146160";"32";
"146183";"119";
"146213";"28";
"146237";"193";
"146298";"66";
"146444";"74";
"146456";"33";
"146470";"115";
"146547";"262";
"146584";"295";
"146675";"241";
"146699";"56";
"146754";"28";
"146766";"81";
"146882";"22";
"146894";"270";
"147059";"153";
"147084";"321";
"147102";"661";
"147114";"30";
"147187";"106";
"147199";"257";
"147254";"73";
"147266";"43";
"147310";"48";
"147370";"378";
"147643";"58";
"147709";"279";
"147801";"327";
"147898";"266";
"147941";"379";
"147977";"538";
"148015";"379";
"148076";"320";
"148143";"284";
"148155";"62";
"148192";"411";
"148258";"339";
"148349";"340";
"148350";"429";
"148428";"122";
"148453";"301";
"148519";"266";
"148532";"259";
"148544";"410";
"148740";"510";
"148805";"379";
"148829";"135";
"148891";"323";
"148970";"90";
"149100";"51";
"149135";"309";
"149160";"137";
"149172";"374";
"149214";"474";
"149238";"77";
"149305";"103";
"149378";"56";
"149408";"292";
"149548";"226";
"149597";"292";
"149603";"271";
"149639";"31";
"149690";"47";
"149780";"53";
"149792";"389";
"149860";"140";
"149901";"75";
"149913";"220";
"149949";"206";
"149950";"349";
"149998";"45";
"150034";"86";
"150071";"80";
"150095";"121";
"150186";"263";
"150228";"266";
"150332";"17";
"150368";"204";
"150381";"53";
"150447";"181";
"150502";"243";
"150721";"263";
"150733";"362";
"150782";"318";
"150800";"349";
"150850";"411";
"150861";"169";
"150873";"272";
"150885";"367";
"150897";"421";
"150903";"404";
"150927";"210";
"150940";"162";
"150952";"135";
"150988";"271";
"150990";"247";
"151002";"303";
"151040";"214";
"151051";"225";
"151063";"238";
"151087";"208";
"151105";"92";
"151117";"285";
"151130";"90";
"151142";"188";
"151166";"239";
"151178";"143";
"151191";"123";
"151210";"25";
"151221";"154";
"151245";"182";
"151282";"341";
"151294";"24";
"151397";"115";
"151403";"346";
"151415";"170";
"151439";"97";
"151476";"292";
"151488";"119";
"151490";"136";
"151567";"248";
"151622";"98";
"151634";"112";
"151646";"193";
"151658";"148";
"151660";"96";
"151804";"245";
"151830";"170";
"151841";"298";
"151865";"222";
"151877";"186";
"151889";"167";
"151890";"152";
"151919";"315";
"151932";"156";
"151956";"147";
"151981";"115";
"151993";"212";
"152006";"237";
"152020";"217";
"152031";"340";
"152109";"220";
"152110";"150";
"152122";"227";
"152171";"245";
"152225";"148";
"152286";"215";
"152353";"234";
"152365";"269";
"152377";"107";
"152407";"260";
"152419";"223";
"152470";"144";
"152493";"79";
"152511";"169";
"152523";"225";
"152614";"271";
"152778";"136";
"152780";"175";
"152857";"201";
"152882";"155";
"152900";"185";
"152924";"151";
"152936";"248";
"153096";"276";
"153114";"137";
"153187";"103";
"153217";"147";
"153266";"202";
"153308";"60";
"153310";"85";
"153321";"237";
"153345";"172";
"153394";"133";
"153400";"137";
"153424";"191";
"153436";"151";
"153450";"81";
"153588";"189";
"153590";"246";
"153710";"131";
"153783";"457";
"153795";"125";
"153849";"288";
"153898";"267";
"153916";"152";
"153941";"181";
"153977";"242";
"154015";"169";
"154027";"126";
"154040";"235";
"154064";"270";
"154088";"108";
"154106";"493";
"154143";"109";
"154179";"85";
"154180";"125";
"154209";"142";
"154210";"176";
"154222";"134";
"154246";"161";
"154260";"152";
"154337";"234";
"154362";"208";
"154374";"245";
"154428";"232";
"154465";"317";
"154490";"191";
"154507";"145";
"154519";"136";
"154520";"133";
"154532";"81";
"154556";"160";
"154593";"188";
"154600";"125";
"154623";"157";
"154647";"162";
"154660";"95";
"154684";"191";
"154696";"151";
"154714";"167";
"154763";"142";
"154799";"149";
"154805";"144";
"154817";"133";
"154829";"198";
"154830";"301";
"154842";"141";
"154880";"141";
"154945";"242";
"154957";"220";
"154969";"96";
"154970";"152";
"154982";"182";
"154994";"241";
"155007";"157";
"155019";"107";
"155068";"37";
"155081";"202";
"155100";"91";
"155135";"75";
"155147";"290";
"155159";"189";
"155196";"165";
"155226";"82";
"155240";"96";
"155329";"234";
"155366";"28";
"155445";"170";
"155457";"445";
"155470";"296";
"155494";"207";
"155536";"212";
"155561";"193";
"155597";"211";
"155615";"114";
"155640";"32";
"155676";"28";
"155690";"143";
"155731";"155";
"155779";"175";
"155780";"281";
"155792";"225";
"155809";"165";
"155822";"171";
"155846";"52";
"155858";"161";
"155895";"144";
"155901";"191";
"155913";"321";
"155925";"144";
"155949";"160";
"155998";"192";
"156024";"60";
"156048";"224";
"156073";"27";
"156097";"160";
"156127";"248";
"156139";"200";
"156255";"186";
"156292";"42";
"156309";"267";
"156334";"139";
"156358";"155";
"156371";"83";
"156401";"310";
"156425";"121";
"156530";"145";
"156541";"209";
"156565";"244";
"156589";"164";
"156619";"46";
"156644";"171";
"156656";"269";
"156700";"196";
"156723";"107";
"156735";"145";
"156759";"23";
"156796";"12";
"156814";"136";
"156840";"75";
"156875";"57";
"156899";"198";
"156917";"74";
"156929";"62";
"156930";"226";
"156942";"193";
"156980";"277";
"157004";"9";
"157016";"161";
"157028";"127";
"157030";"135";
"157065";"268";
"157107";"182";
"157120";"166";
"157200";"237";
"157247";"132";
"157296";"176";
"157326";"132";
"157338";"196";
"157351";"117";
"157363";"155";
"157430";"451";
"157442";"274";
"157454";"141";
"157466";"190";
"157491";"207";
"157510";"170";
"157533";"184";
"157624";"72";
"157648";"116";
"157650";"101";
"157727";"200";
"157788";"163";
"157818";"143";
"157855";"50";
"157867";"19";
"157892";"150";
"157922";"102";
"157934";"92";
"157958";"169";
"157960";"16";
"158010";"146";
"158021";"261";
"158070";"250";
"158136";"236";
"158215";"140";
"158276";"171";
"158318";"147";
"158331";"178";
"158355";"181";
"158379";"216";
"158410";"244";
"158471";"288";
"158550";"668";
"158574";"497";
"158586";"520";
"158598";"506";
"158604";"555";
"158616";"650";
"158630";"375";
"158641";"675";
"158665";"478";
"158689";"648";
"158690";"557";
"158707";"548";
"158719";"602";
"158744";"661";
"158770";"224";
"158781";"900";
"158811";"753";
"158823";"677";
"158835";"787";
"158847";"488";
"158859";"625";
"158872";"508";
"158884";"669";
"158896";"547";
"158902";"447";
"158940";"407";
"158963";"118";
"158975";"810";
"158999";"671";
"159001";"594";
"159037";"760";
"159049";"847";
"159050";"772";
"159062";"435";
"159086";"702";
"159098";"935";
"159104";"629";
"159116";"92";
"159130";"160";
"159141";"802";
"159165";"864";
"159177";"716";
"159189";"672";
"159190";"733";
"159207";"863";
"159220";"658";
"159232";"742";
"159244";"572";
"159256";"603";
"159270";"566";
"159281";"536";
"159293";"531";
"159300";"561";
"159311";"803";
"159335";"716";
"159359";"329";
"159360";"473";
"159372";"478";
"159384";"664";
"159396";"52";
"159402";"220";
"159414";"584";
"159426";"228";
"159438";"416";
"159440";"644";
"159463";"618";
"159475";"96";
"159487";"351";
"159505";"543";
"159529";"687";
"159542";"65";
"159554";"525";
"159566";"510";
"159578";"184";
"159580";"686";
"159591";"514";
"159610";"166";
"159621";"270";
"159633";"501";
"159645";"775";
"159657";"97";
"159669";"620";
"159670";"435";
"159694";"489";
"159748";"530";
"159750";"127";
"159761";"282";
"159773";"642";
"159803";"241";
"159815";"735";
"159827";"243";
"159839";"488";
"159840";"175";
"159852";"402";
"159864";"30";
"159876";"647";
"159890";"406";
"159918";"857";
"159920";"327";
"159931";"127";
"159943";"256";
"159955";"536";
"159967";"701";
"159980";"347";
"159992";"563";
"160027";"414";
"160052";"372";
"160064";"690";
"160076";"503";
"160090";"514";
"160106";"500";
"160118";"723";
"160120";"528";
"160131";"740";
"160155";"551";
"160167";"136";
"160179";"428";
"160180";"534";
"160192";"597";
"160209";"584";
"160210";"513";
"160222";"674";
"160246";"410";
"160258";"117";
"160260";"378";
"160271";"517";
"160283";"512";
"160295";"409";
"160301";"722";
"160313";"632";
"160337";"559";
"160350";"704";
"160362";"64";
"160386";"570";
"160398";"632";
"160404";"419";
"160416";"1002";
"160428";"644";
"160430";"590";
"160441";"560";
"160453";"706";
"160465";"421";
"160477";"564";
"160519";"522";
"160520";"98";
"160532";"522";
"160544";"560";
"160556";"490";
"160568";"442";
"160570";"692";
"160581";"736";
"160593";"540";
"160600";"437";
"160635";"391";
"160659";"134";
"160660";"274";
"160684";"119";
"160702";"180";
"160714";"521";
"160738";"636";
"160787";"461";
"160805";"655";
"160829";"491";
"160830";"753";
"160842";"891";
"160880";"57";
"160891";"501";
"160910";"359";
"160921";"79";
"160933";"528";
"160945";"511";
"160957";"520";
"160982";"131";
"160994";"856";
"161019";"380";
"161020";"93";
"161032";"876";
"161044";"543";
"161068";"511";
"161070";"686";
"161081";"562";
"161093";"455";
"161100";"636";
"161111";"685";
"161123";"630";
"161135";"205";
"161160";"681";
"161196";"698";
"161202";"588";
"161214";"590";
"161226";"451";
"161238";"142";
"161240";"613";
"161275";"385";
"161299";"457";
"161305";"540";
"161317";"851";
"161329";"582";
"161330";"383";
"161366";"79";
"161380";"550";
"161408";"65";
"161410";"119";
"161421";"762";
"161433";"587";
"161445";"103";
"161457";"69";
"161469";"71";
"161470";"614";
"161482";"581";
"161494";"564";
"161536";"72";
"161548";"641";
"161573";"436";
"161585";"173";
"161597";"357";
"161603";"596";
"161639";"561";
"161652";"51";
"161664";"930";
"161676";"397";
"161690";"610";
"161706";"469";
"161718";"413";
"161720";"618";
"161743";"39";
"161755";"598";
"161767";"667";
"161779";"600";
"161780";"407";
"161792";"561";
"161809";"433";
"161810";"765";
"161822";"57";
"161846";"878";
"161858";"349";
"161860";"349";
"161883";"500";
"161895";"501";
"161901";"60";
"161913";"535";
"161925";"502";
"161949";"554";
"161974";"758";
"161986";"473";
"161998";"575";
"162000";"593";
"162012";"785";
"162024";"678";
"162036";"807";
"162048";"688";
"162050";"650";
"162061";"162";
"162073";"370";
"162097";"53";
"162103";"163";
"162115";"635";
"162127";"720";
"162139";"704";
"162140";"50";
"162152";"193";
"162164";"526";
"162176";"106";
"162188";"492";
"162190";"539";
"162206";"487";
"162218";"661";
"162220";"450";
"162231";"411";
"162243";"159";
"162279";"48";
"162280";"81";
"162292";"453";
"162309";"425";
"162310";"569";
"162322";"657";
"162334";"486";
"162383";"111";
"162395";"57";
"162401";"163";
"162425";"411";
"162437";"550";
"162450";"589";
"162462";"528";
"162474";"98";
"162486";"88";
"162498";"318";
"162504";"404";
"162516";"248";
"162528";"422";
"162530";"709";
"162541";"49";
"162565";"335";
"162577";"516";
"162589";"938";
"162590";"66";
"162607";"646";
"162619";"118";
"162620";"119";
"162656";"719";
"162681";"541";
"162711";"650";
"162735";"832";
"162747";"437";
"162760";"845";
"162784";"541";
"162796";"572";
"162814";"745";
"162826";"537";
"162840";"531";
"162851";"541";
"162863";"689";
"162875";"562";
"162887";"459";
"162899";"589";
"162917";"166";
"162929";"294";
"162930";"584";
"162966";"106";
"162978";"569";
"162980";"677";
"162991";"611";
"163004";"758";
"163016";"239";
"163028";"572";
"163030";"497";
"163041";"499";
"163053";"600";
"163065";"564";
"163077";"700";
"163089";"672";
"163090";"552";
"163107";"478";
"163119";"523";
"163120";"364";
"163132";"229";
"163144";"681";
"163156";"536";
"163168";"77";
"163193";"117";
"163200";"63";
"163211";"609";
"163235";"393";
"163247";"552";
"163259";"111";
"163260";"579";
"163284";"145";
"163302";"46";
"163314";"465";
"163326";"778";
"163340";"530";
"163351";"555";
"163363";"616";
"163375";"958";
"163399";"308";
"163405";"514";
"163430";"703";
"163442";"462";
"163454";"360";
"163480";"483";
"163491";"530";
"163508";"434";
"163510";"449";
"163521";"621";
"163557";"213";
"163569";"303";
"163570";"54";
"163582";"305";
"163594";"232";
"163600";"596";
"163612";"91";
"163636";"74";
"163648";"382";
"163650";"189";
"163673";"209";
"163685";"558";
"163697";"494";
"163715";"113";
"163727";"456";
"163739";"493";
"163740";"434";
"163764";"515";
"163776";"488";
"163788";"392";
"163790";"333";
"163806";"345";
"163820";"247";
"163831";"475";
"163843";"413";
"163880";"171";
"163909";"258";
"163922";"628";
"163934";"366";
"163958";"219";
"163960";"244";
"163971";"512";
"163983";"369";
"164021";"301";
"164033";"500";
"164045";"817";
"164094";"382";
"164100";"1298";
